image,path,set,width,height,x_com_norm,y_com_norm,dx,dy,d,lr_imbalance,tb_imbalance,q_tl,q_tr,q_bl,q_br,sym_lr,sym_tb,sym_rot180,sym_lr_diff,sym_tb_diff,sym_rot180_diff,neg_space_pct,neg_largest_region_pct,neg_largest_centroid_x_norm,neg_largest_centroid_y_norm,neg_method,neg_rule,qt_total_leaves,qt_blank_leaves,qt_blank_leaf_ratio,qt_largest_blank_leaf_area_pct,qt_largest_blank_leaf_depth,qt_largest_blank_rect_w_norm,qt_largest_blank_rect_h_norm,qt_largest_blank_rect_aspect,qt_largest_blank_rect_cx_norm,qt_largest_blank_rect_cy_norm,qt_blank_leaf_depth_mean,qt_blank_leaf_depth_std,qt_blank_leaf_depth_wmean,qt_blank_depth_entropy,qt_blank_depth_entropy_norm,qt_blank_depth_max,qt_max_depth,qt_min_size,qt_mask_method,qt_rule,qt_thr,qt_blank_percentile,rot_thirds_luma_mean,rot_intersections_luma_mean,rot_band_frac,rot_patch_frac,rot_thirds_sat_mean,rot_intersections_sat_mean,lines_edge_pct,lines_static_energy,lines_dynamic_energy,lines_dynamic_to_static,lines_edge_percentile,lines_angle_band_deg,detail_edge_density,detail_edge_percentile
Orange_Brain.webp,data\real\images\Orange_Brain.webp,real,500,644,0.4954005486886062,0.49359200139340315,-0.004599451311393776,-0.006407998606596854,0.007887800612846977,-0.015363662639225659,-0.01730738674682204,0.2606234454469471,0.24803027314736117,0.24705841109356297,0.24428789553302602,0.9595070872195547,0.8946848889787229,0.8893999856819009,0.019477026537060738,0.05065640062093735,0.0531984306871891,0.25001552795031057,0.11476086956521739,0.5638157659729928,0.3311294118279843,low_gradient,blank = grad_mag <= P25.0 (thr=0.001181),3871,197,0.05089124257297856,0.0010434782608695651,5.0,0.032,0.03260869565217391,0.7619047615419501,0.984,0.9836956521739131,5.710659980773926,0.4534560441970825,5.3749823570251465,0.9544211628660896,0.954421162865401,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001181),0.0011807241244241595,25.0,0.3704257011413574,0.22466234862804413,0.03,0.06,0.6200017333030701,0.7259112596511841,0.20003105590062112,1199.246826171875,118.59765625,0.09889345017287857,80.0,15.0,0.20003105590062112,80.0
Overview_Effect.webp,data\real\images\Overview_Effect.webp,real,1100,1408,0.4970663461856613,0.5009597543332933,-0.002933653814338688,0.0009597543332933167,0.003086657266795138,-0.005300838282809613,0.00980891877523566,0.2467697402644421,0.24832584004537575,0.255880639179527,0.2490238400568086,0.9411914931174001,0.9236604027703058,0.92055285814356,0.02989044412970543,0.0388009250164032,0.040380388498306274,0.3059820506198347,0.09408509814049587,0.46065530232845403,0.3550684987029831,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),15301,383,0.02503104372263251,0.0009943181818181817,5.0,0.031818181818181815,0.03125,0.7954545452737604,0.9840909090909091,0.953125,6.558746814727783,0.7051252126693726,5.616916179656982,1.3993155496665044,0.8828698149195283,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.4410226345062256,0.42246943712234497,0.03,0.06,0.48173046112060547,0.661133885383606,0.2000025826446281,3073.30126953125,997.6712646484375,0.3246252733294056,80.0,15.0,0.2000025826446281,80.0
Overview_Effect_blue_red_mandala.webp,data\real\images\Overview_Effect_blue_red_mandala.webp,real,500,640,0.49500486881905525,0.48474627707261747,-0.004995131180944745,-0.01525372292738253,0.01605077564045432,-0.01082717762568487,-0.05192337165207923,0.2653084403612462,0.26065324546479346,0.24010509875669317,0.23393321541726722,0.9559963268275302,0.8626875628359294,0.8555252214054541,0.021618081256747246,0.06745871901512146,0.07097742706537247,0.25029375,0.099853125,0.48417025005476794,0.4623245958908397,low_gradient,blank = grad_mag <= P25.0 (thr=0.000792),3946,200,0.05068423720223011,0.001,5.0,0.032,0.03125,0.7999999996,0.984,0.984375,5.835000038146973,0.37118056416511536,5.5686445236206055,0.986360837540754,0.9863608375400424,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000792),0.0007915151654742658,25.0,0.47942352294921875,0.47165435552597046,0.03,0.06,0.332977294921875,0.43243324756622314,0.200003125,1662.625732421875,296.88134765625,0.17856174234835773,80.0,15.0,0.200003125,80.0
Overview_Effect_red_yellow.webp,data\real\images\Overview_Effect_red_yellow.webp,real,1100,1404,0.5003034093625333,0.49283842581078724,0.0003034093625332579,-0.0071615741892127605,0.007167998472995879,0.0037772095724302912,-0.019805465750218857,0.25279831503037975,0.2571044178447297,0.24531313218864031,0.24478408293101506,0.9590871667354195,0.9272902197133647,0.9250818251196747,0.023877782747149467,0.04243529960513115,0.043724175542593,0.27766964516964515,0.08169580419580419,0.23812530036797103,0.30326243917917123,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),14839,316,0.02129523552800054,0.0009971509971509972,5.0,0.031818181818181815,0.03133903133903134,0.7954545452737604,0.9840909090909091,0.9843304843304843,6.193037986755371,0.7979893684387207,5.39684534072876,1.159211460695147,0.7313810012333763,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.44678163528442383,0.2702644467353821,0.03,0.06,0.32303181290626526,0.49042943120002747,0.20460890960890962,2321.24072265625,1005.7130737304688,0.4332653067430573,80.0,15.0,0.20460890960890962,80.0
Perspective_From_Above_and_Below.webp,data\real\images\Perspective_From_Above_and_Below.webp,real,750,570,0.49835092953537835,0.4814339083207104,-0.0016490704646216492,-0.018566091679289576,0.018639184360939,-0.0027648490734681827,-0.05018235579771324,0.26521668466851483,0.25987455773768114,0.23616577212188894,0.2387430338524196,0.9312257538518219,0.8639933082638762,0.8540209027912393,0.038967326283454895,0.07706107199192047,0.08271141350269318,0.25062456140350875,0.009508771929824562,0.27273833538335385,0.9484646425411624,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),13486,684,0.050719264422363936,0.0010105263157894737,5.0,0.032,0.031578947368421054,1.3333333325925925,0.6706666666666666,0.0456140350877193,6.831871509552002,0.38930362462997437,6.476419448852539,1.2575921258754472,0.7934522900717604,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),0.00196075439453125,25.0,0.4116407036781311,0.19563943147659302,0.03,0.06,0.2446993887424469,0.28113144636154175,0.2,1393.447998046875,1268.1279296875,0.9100647684419294,80.0,15.0,0.2,80.0
Pink_Rainbow_over_Blue_Mounds.webp,data\real\images\Pink_Rainbow_over_Blue_Mounds.webp,real,500,639,0.4982458579206143,0.5041254623895669,-0.0017541420793856788,0.004125462389566903,0.00448290690985242,-0.006433454980823964,-0.0029213029899823593,0.2509854005809148,0.2504752509140764,0.2522313484121175,0.246307978590271,0.957144129699522,0.7117437907417534,0.710561422113023,0.02436733990907669,0.16389906406402588,0.1645713448524475,0.25010641627543034,0.13324569640062597,0.5002694259137461,0.5014983361704675,low_gradient,blank = grad_mag <= P25.0 (thr=0.000401),3613,171,0.04732908939939109,0.001001564945226917,5.0,0.032,0.03129890453834116,0.7999999996,0.984,0.9843505477308294,5.40350866317749,0.4906010627746582,5.144650936126709,0.5962913583045555,0.5962913583041253,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000401),0.0004011690616607666,25.0,0.47756651043891907,0.35634806752204895,0.03,0.06,0.4182390570640564,0.5458418726921082,0.2,1352.345947265625,419.6048583984375,0.31027922939670466,80.0,15.0,0.2,80.0
Post_pregnant_belly_and_boobs.webp,data\real\images\Post_pregnant_belly_and_boobs.webp,real,500,635,0.49718401795677486,0.496941783765424,-0.0028159820432251403,-0.0030582162345759722,0.004157215583198744,-0.0072603472292677804,-0.0035875629240354067,0.2529534838003052,0.24884033982963988,0.2506767319822561,0.2475295076396899,0.8884714393780475,0.7995681200939251,0.8016130197261757,0.06508038938045502,0.11695824563503265,0.11576498299837112,0.25,0.03456692913385827,0.5223238268792711,0.97958065036859,low_gradient,blank = grad_mag <= P25.0 (thr=0.002319),3997,209,0.05228921691268451,0.0010078740157480315,5.0,0.032,0.031496062992125984,0.7999999996,0.608,0.984251968503937,5.8947367668151855,0.30689218640327454,5.68052864074707,0.903805429771914,0.903805429771262,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002319),0.0023191168438643217,25.0,0.529797375202179,0.47348088026046753,0.03,0.06,0.15609219670295715,0.1293955147266388,0.2,1982.888916015625,970.8781127929688,0.48962809007926394,80.0,15.0,0.2,80.0
Postpartum_belly_void.webp,data\real\images\Postpartum_belly_void.webp,real,500,647,0.50222904284923,0.49783413231487256,0.0022290428492299785,-0.0021658676851274428,0.003107992093487789,0.01677912371934337,0.02502032471236242,0.2358068406889392,0.2516829288577866,0.2558035066552651,0.2567066103028541,0.8672416607652984,0.675446881811539,0.6702161747016258,0.0706220418214798,0.1726490706205368,0.17543159425258636,0.25016383307573414,0.04436785162287481,0.6120813767156692,0.108196391902947,low_gradient,blank = grad_mag <= P25.0 (thr=0.002581),4036,188,0.04658077304261645,0.0010386398763523957,5.0,0.032,0.03245749613601236,0.7619047615419501,0.92,0.9837712519319938,5.909574508666992,0.2867904305458069,5.710028171539307,0.8686851283875181,0.8686851283868914,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002581),0.0025805376935750246,25.0,0.40840262174606323,0.28491389751434326,0.03,0.06,0.20509138703346252,0.24761557579040527,0.2,1703.1312255859375,878.3026123046875,0.5156987313161165,80.0,15.0,0.2,80.0
Postpartum_Plumb_Line.webp,data\real\images\Postpartum_Plumb_Line.webp,real,500,643,0.5081281015459097,0.5042553071891132,0.008128101545909705,0.0042553071891131555,0.009174621191871513,0.02480604939422638,0.03376629749397661,0.24122356947627202,0.24189325724155866,0.2463734303617958,0.2705097674555545,0.8469485942654926,0.7561972467619773,0.7403173583816233,0.07579265534877777,0.12073367089033127,0.12859755754470825,0.25003732503888026,0.005735614307931571,0.013674620390455533,0.5473512514211111,low_gradient,blank = grad_mag <= P25.0 (thr=0.000792),4018,42,0.010452961672473868,0.0009331259720062209,5.0,0.03,0.03110419906687403,0.749999999625,0.015,0.6080870917573873,5.904761791229248,0.2935435473918915,5.708241939544678,0.8709811531855853,0.870981153184957,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000792),0.0007915044552646577,25.0,0.41583991050720215,0.33273884654045105,0.03,0.06,0.27284738421440125,0.31904590129852295,0.20000311041990668,1715.562255859375,494.1873474121094,0.2880614479138654,80.0,15.0,0.20000311041990668,80.0
Pregnancy_in_three_acts.webp,data\real\images\Pregnancy_in_three_acts.webp,real,500,561,0.4945415145482885,0.5198726168171318,-0.0054584854517115144,0.019872616817131816,0.020608638057549956,-0.016096658507428703,0.06799965845050379,0.23958902400042037,0.22641114677432775,0.268459305253294,0.2655405020777594,0.9121215265410597,0.8257756544229728,0.8057486163694673,0.05589598789811134,0.11081714928150177,0.12355554848909378,0.2500320855614973,0.16480570409982176,0.50889941161201,0.5126870581942374,low_gradient,blank = grad_mag <= P25.0 (thr=0.001025),3538,145,0.040983606557377046,0.0010267379679144385,5.0,0.032,0.03208556149732621,0.8888888883950616,0.984,0.983957219251337,5.144827365875244,0.3519269526004791,5.040773868560791,0.24583001320833153,0.24583001320815417,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001025),0.0010253451764583588,25.0,0.6190071702003479,0.6039436459541321,0.03,0.06,0.2951362431049347,0.40637826919555664,0.2,1710.99169921875,663.1014404296875,0.38755386173327927,80.0,15.0,0.2,80.0
Pregnant_Red.webp,data\real\images\Pregnant_Red.webp,real,500,643,0.49645318540193384,0.5036055803141923,-0.0035468145980661614,0.003605580314192336,0.005057677648402133,-0.0038108024154168965,0.0594356553599113,0.2412568954930912,0.22902520128474135,0.26064848053387996,0.26906934714607567,0.8907740816950311,0.6494920337347614,0.6454290052878686,0.052703119814395905,0.1691252738237381,0.17108574509620667,0.2500186625194401,0.005399688958009331,0.7596774193548387,0.010609649468576876,low_gradient,blank = grad_mag <= P25.0 (thr=0.001271),4060,36,0.008866995073891626,0.00027371695178849147,6.0,0.016,0.017107309486780714,0.7272727266115702,0.96,0.4906687402799378,6.0,0.0,6.0,-1.4421826120167548e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001271),0.001270979642868042,25.0,0.4187208116054535,0.361680269241333,0.03,0.06,0.31536757946014404,0.3160712420940399,0.20008709175738726,1947.258056640625,509.59979248046875,0.2617012114752804,80.0,15.0,0.20008709175738726,80.0
Prenatal_Plumb_Line.webp,data\real\images\Prenatal_Plumb_Line.webp,real,500,643,0.510054572812072,0.4774878293855458,0.010054572812072005,-0.022512170614454208,0.024655471202302198,0.034350693487645814,-0.08272937142157313,0.26929408162640456,0.27207062449608604,0.21353055121806844,0.24510478348284906,0.8325557770383272,0.7384870811869677,0.7145639370139172,0.09967126697301865,0.15566571056842804,0.16990597546100616,0.25,0.008111975116640746,0.9718650306748466,0.5072578452232156,low_gradient,blank = grad_mag <= P25.0 (thr=0.001515),4021,26,0.006466053220591892,0.00027371695178849147,6.0,0.016,0.017107309486780714,0.7272727266115702,0.992,0.9914463452566097,6.0,0.0,6.0,-1.4421826120167546e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001515),0.0015145867364481091,25.0,0.5881579518318176,0.6126497983932495,0.03,0.06,0.295798659324646,0.2927761375904083,0.20000311041990668,1556.4342041015625,498.35394287109375,0.3201895342280544,80.0,15.0,0.20000311041990668,80.0
Pressure_blue_purple.webp,data\real\images\Pressure_blue_purple.webp,real,2352,3000,0.5034183719666148,0.47425469992949193,0.003418371966614764,-0.02574530007050807,0.025971248383984943,0.01612727265922649,-0.09342285496148924,0.27097926132181627,0.2757321661589283,0.220957024378925,0.23233140779496853,0.9530754131833259,0.7803466706119968,0.778003872596946,0.02665424346923828,0.12476813793182373,0.1260989010334015,0.2845505952380952,0.1275296201814059,0.5004619591202312,0.46414092957077613,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),14839,314,0.021160455556304334,0.000985827664399093,5.0,0.031462585034013606,0.03133333333333333,0.7872340424694433,0.9842687074829932,0.953,6.181528568267822,0.8344739675521851,5.337351322174072,1.055188199996252,0.6657496309949431,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.509113073348999,0.4468059837818146,0.03,0.06,0.4223569333553314,0.5013183355331421,0.20056519274376416,10285.642578125,5057.48583984375,0.4917034401520859,80.0,15.0,0.20056519274376416,80.0
Push_Out.webp,data\real\images\Push_Out.webp,real,500,649,0.5021671219077283,0.4441978811183471,0.0021671219077282755,-0.055802118881652873,0.05584418402166045,0.010263301786502033,-0.19735810653628788,0.2954900097935579,0.30318900609839844,0.1993783143957327,0.2019425700424773,0.9482167647056091,0.39520594187893754,0.3863206124986479,0.025016743689775467,0.29217907786369324,0.29647162556648254,0.25003081664098614,0.010496147919876733,0.019986494421608925,0.4717578966511558,low_gradient,blank = grad_mag <= P25.0 (thr=0.001819),4048,95,0.023468379446640316,0.0009707241910631741,5.0,0.03,0.032357473035439135,0.7142857139455782,0.015,0.4830508474576271,5.852631568908691,0.3544727563858032,5.5985331535339355,0.9718021571504316,0.9718021571497305,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001819),0.0018192082643508911,25.0,0.42150309681892395,0.39065665006637573,0.03,0.06,0.36695241928100586,0.3901786804199219,0.2000246533127889,1382.75537109375,388.2603759765625,0.2807874654405742,80.0,15.0,0.2000246533127889,80.0
ComfyUI_00082_.png,data\generated\ComfyUI_00082_.png,generated,512,512,0.5048076243134015,0.5062116251522316,0.004807624313401537,0.006211625152231615,0.007854778072653997,0.017348596245255275,0.025416499247683206,0.23926724985466608,0.24802450052149233,0.2520584787385015,0.2606497976011353,0.9319755299692688,0.8731932019574451,0.8672544011111667,0.01897086761891842,0.03536425903439522,0.0370204895734787,0.2500572204589844,0.08050155639648438,0.47944910454082357,0.07678049699687248,low_gradient,blank = grad_mag <= P25.0 (thr=0.003949),4096,0,0.0,0.0,,,,,,,,,,,,,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.003949),0.003948727622628212,25.0,0.25151175260543823,0.23365797102451324,0.03,0.06,0.8132501840591431,0.9153589010238647,0.20000457763671875,1246.690673828125,437.3869323730469,0.3508383767935677,80.0,15.0,0.20000457763671875,80.0
ComfyUI_00083_.png,data\generated\ComfyUI_00083_.png,generated,512,512,0.49298667919967065,0.539072320683046,-0.007013320800329348,0.039072320683046,0.03969676198642802,-0.03002301076562404,0.014835070441766187,0.26091509505297145,0.23166735039716418,0.25409642965882184,0.2533211248910425,0.9110974547002705,0.32599442012196,0.3246257736515975,0.03426852077245712,0.25980329513549805,0.26033085584640503,0.25000762939453125,0.024631500244140625,0.3641660092728821,0.9489791844122658,low_gradient,blank = grad_mag <= P25.0 (thr=0.002297),4096,22,0.00537109375,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.9609375,0.9140625,6.0,0.0,6.0,-1.441862269366373e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002297),0.0022969923447817564,25.0,0.34830012917518616,0.33036768436431885,0.03,0.06,0.5023455619812012,0.45044001936912537,0.20000076293945312,1365.4056396484375,270.7494201660156,0.19829229666412163,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00084_.png,data\generated\ComfyUI_00084_.png,generated,512,512,0.49759428606223444,0.48764430604091064,-0.0024057139377655634,-0.012355693959089364,0.012587717535798017,-0.0018132835937851855,-0.029903317977198553,0.25524416719956095,0.25970745540986345,0.24566243821815675,0.23938588460365653,0.9404725802136497,0.9006770061370407,0.8968568836426706,0.02438284270465374,0.040683384984731674,0.042248133569955826,0.25000762939453125,0.07859420776367188,0.49772456150196576,0.5010048597291656,low_gradient,blank = grad_mag <= P25.0 (thr=0.003136),4096,3,0.000732421875,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.4609375,0.6015625,6.0,0.0,6.0,-1.4351350737083618e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.003136),0.0031357493717223406,25.0,0.3872888386249542,0.4316297471523285,0.03,0.06,0.43928608298301697,0.6231250762939453,0.20000076293945312,741.38427734375,608.08935546875,0.8202080541001295,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00085_.png,data\generated\ComfyUI_00085_.png,generated,512,512,0.502228508093306,0.5734401820860059,0.002228508093305992,0.07344018208600589,0.07347398582592093,0.009808020371911825,0.2740775419091314,0.17872933845019248,0.18423192987351453,0.31636669064212436,0.3206721392298505,0.953704213359443,0.3418722115043108,0.3407002264332951,0.01756342500448227,0.2496766746044159,0.2501212954521179,0.25,0.011425018310546875,0.2060511007929883,0.11692012729549249,low_gradient,blank = grad_mag <= P25.0 (thr=0.002086),4045,0,0.0,0.0,,,,,,,,,,,,,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002086),0.002085701562464237,25.0,0.3768276870250702,0.3946358561515808,0.03,0.06,0.6970241665840149,0.7790378332138062,0.20000076293945312,1519.36962890625,268.06298828125,0.17643039796211832,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00086_.png,data\generated\ComfyUI_00086_.png,generated,512,512,0.5081546161933844,0.5319841291157255,0.008154616193384423,0.03198412911572546,0.03300730647224648,0.02716475975454908,0.10635117930089796,0.21547010481466441,0.231354324952489,0.2709475541432659,0.28222807434238795,0.9319616937951182,0.6897740229213585,0.678825621679259,0.026106461882591248,0.11903445422649384,0.12323538213968277,0.25000762939453125,0.015270233154296875,0.9870048635398451,0.5983603117974019,low_gradient,blank = grad_mag <= P25.0 (thr=0.002817),4096,1,0.000244140625,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.9921875,0.4140625,6.0,0.0,6.0,-1.4203993117908133e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002817),0.002817080356180668,25.0,0.3625975251197815,0.3045516014099121,0.03,0.06,0.7197673916816711,0.9341109991073608,0.20000457763671875,850.131103515625,291.0685729980469,0.3423808066672782,80.0,15.0,0.20000457763671875,80.0
ComfyUI_00087_.png,data\generated\ComfyUI_00087_.png,generated,512,512,0.49946370969162796,0.4961007344249996,-0.0005362903083720449,-0.0038992655750004213,0.003935972474400341,0.0007026420654792527,-0.00868782385667368,0.25212530758909707,0.25221860433923976,0.24752340068911213,0.24813271669349987,0.9725852685808469,0.9478353640058469,0.9449271573666961,0.01393715851008892,0.026519566774368286,0.027998046949505806,0.2505645751953125,0.023326873779296875,0.5048513516966476,0.49015867743254293,low_gradient,blank = grad_mag <= P25.0 (thr=0.001544),4096,3,0.000732421875,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.4609375,0.4453125,6.0,0.0,6.0,-1.4351350737083618e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001544),0.001543968915939331,25.0,0.48024827241897583,0.3029899597167969,0.03,0.06,0.518783688545227,0.8826437592506409,0.20000076293945312,3394.84326171875,418.81805419921875,0.12336889273230976,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00088_.png,data\generated\ComfyUI_00088_.png,generated,512,512,0.4993787646125185,0.4870821421377737,-0.0006212353874814891,-0.012917857862226323,0.012932787215265768,0.0011003303468692693,-0.010374586611334459,0.25202623904346855,0.2531610036978705,0.24742357050093272,0.24738911091123594,0.9752366105056703,0.7995637015098338,0.7954667142424736,0.014595398679375648,0.11813599616289139,0.120550736784935,0.2504997253417969,0.030284881591796875,0.9796905998079103,0.5166909894980476,low_gradient,blank = grad_mag <= P25.0 (thr=0.001866),3862,9,0.002330398757120663,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.9921875,0.9296875,6.0,0.0,6.0,-1.4402605561144654e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001866),0.0018663398222997785,25.0,0.5819032192230225,0.5964653491973877,0.03,0.06,0.21492932736873627,0.18605804443359375,0.20000076293945312,1468.609619140625,76.44610595703125,0.05205338774864086,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00089_.png,data\generated\ComfyUI_00089_.png,generated,512,512,0.5079631441592811,0.44839756919971185,0.007963144159281121,-0.051602430800288146,0.05221324093944006,0.022697068315021728,-0.15206657932651876,0.2873853726155838,0.28864794984614894,0.201266109626142,0.22270058431136194,0.9178192532925917,0.4712981332291637,0.46599521058209115,0.03733675554394722,0.240202397108078,0.24261164665222168,0.2513427734375,0.009441375732421875,0.10954150883838384,0.2426791351010101,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),4015,0,0.0,0.0,,,,,,,,,,,,,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),0.0019607841968536377,25.0,0.3897717297077179,0.23820631206035614,0.03,0.06,0.44385913014411926,0.6107177138328552,0.20000076293945312,978.215576171875,548.2149047851562,0.5604234057741371,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00090_.png,data\generated\ComfyUI_00090_.png,generated,512,512,0.4574698197624229,0.4364437662274364,-0.0425301802375771,-0.06355623377256359,0.07647359728947989,-0.16211978039133612,-0.2208103863398338,0.3679968600522263,0.2424083686631961,0.21306303014344175,0.1765317589138886,0.6520037511007138,0.5560807944331307,0.46679425457478896,0.14588478207588196,0.18609699606895447,0.22352713346481323,0.25,0.034069061279296875,0.24309703385679096,0.324829989992722,low_gradient,blank = grad_mag <= P25.0 (thr=0.005724),4096,0,0.0,0.0,,,,,,,,,,,,,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.005724),0.005723967216908932,25.0,0.4095824956893921,0.3874949514865875,0.03,0.06,0.3552818298339844,0.41416797041893005,0.20000076293945312,1271.160400390625,313.35064697265625,0.24650755866364243,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00091_.png,data\generated\ComfyUI_00091_.png,generated,512,512,0.5019672867556726,0.438323119121409,0.0019672867556725926,-0.06167688087859102,0.061708247844927115,0.009567154360596537,-0.2026413055202806,0.2992873821487808,0.3020332520009704,0.19592902206053187,0.2027503065689388,0.9484593011481932,0.5196991088052105,0.5202371351391692,0.02063407376408577,0.1922861784696579,0.19207078218460083,0.25006866455078125,0.0246429443359375,0.6083089444659443,0.5111355335719814,low_gradient,blank = grad_mag <= P25.0 (thr=0.002780),4096,3,0.000732421875,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.6640625,0.6328125,6.0,0.0,6.0,-1.4351350737083618e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002780),0.0027801962569355965,25.0,0.4316968023777008,0.4958914816379547,0.03,0.06,0.5345309376716614,0.49191370606422424,0.20000076293945312,460.4556884765625,362.1602783203125,0.7865257990636844,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00092_.png,data\generated\ComfyUI_00092_.png,generated,512,512,0.501000861631372,0.4900289493215002,0.0010008616313720298,-0.009971050678499793,0.010021156402250384,0.0050419445479359965,-0.05024787358248652,0.2615675011852803,0.26355645243994025,0.23591152654075165,0.23896453666800507,0.9615925409109353,0.6710457415106914,0.6692867592599803,0.01699882745742798,0.14559246599674225,0.14637097716331482,0.25006103515625,0.08457183837890625,0.49258966579273794,0.625939561485115,low_gradient,blank = grad_mag <= P25.0 (thr=0.002039),4096,5,0.001220703125,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.6640625,0.6953125,6.0,0.0,6.0,-1.4380181575617953e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002039),0.00203875033184886,25.0,0.4055597484111786,0.34975558519363403,0.03,0.06,0.4118843078613281,0.3885036110877991,0.20001220703125,462.2037658691406,384.13671875,0.8310982019355636,80.0,15.0,0.20001220703125,80.0
ComfyUI_00093_.png,data\generated\ComfyUI_00093_.png,generated,512,512,0.5000368656581444,0.4685519913882636,3.6865658144424884e-05,-0.03144800861173641,0.03144803022004078,0.0018043088951928082,-0.029507139391040254,0.257460000081781,0.2572936306443471,0.2416379065012306,0.24360858483385728,0.948118769951803,0.36971538018855066,0.3693451074973396,0.025334520265460014,0.30777910351753235,0.3079599142074585,0.2501068115234375,0.0496826171875,0.6712522014646038,0.48227820993934273,low_gradient,blank = grad_mag <= P25.0 (thr=0.002519),3757,155,0.04125632153313814,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.578125,0.328125,5.909677505493164,0.2866433560848236,5.715735912322998,0.8611958990298578,0.8611958990292365,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002519),0.0025192201137542725,25.0,0.4674268960952759,0.4370453655719757,0.03,0.06,0.29671433568000793,0.306768536567688,0.20000076293945312,1409.793701171875,603.9186401367188,0.42837376818355377,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00094_.png,data\generated\ComfyUI_00094_.png,generated,512,512,0.5015209444593172,0.485808581341152,0.001520944459317164,-0.014191418658847987,0.014272688450289468,0.003257651945558615,-0.10772184829903071,0.2766213196644356,0.27723958496789736,0.22174985436278508,0.22438924100488195,0.9557772862184397,0.6192510092146208,0.6141321988913108,0.016881786286830902,0.1453489065170288,0.14730298519134521,0.25005340576171875,0.12520980834960938,0.5013347514509643,0.3909023517236389,low_gradient,blank = grad_mag <= P25.0 (thr=0.002523),3988,172,0.04312938816449348,0.00390625,4.0,0.0625,0.0625,0.9999999996875,0.53125,0.46875,5.843023300170898,0.4089238941669464,5.357142925262451,1.443454582436653,0.9107184439880721,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002523),0.0025231947656720877,25.0,0.4025595188140869,0.4580978751182556,0.03,0.06,0.5532433986663818,0.5131440162658691,0.20000076293945312,1252.563232421875,342.3479309082031,0.2733178829171987,80.0,15.0,0.20000076293945312,80.0
